street,zipcode,city,useCode,taxAssessmentYear,taxAssessment,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,amount,regionName,regionType
6841 Sepulveda Blvd,91405,Van Nuys,MultiFamily2To4,NA,NA,1965,27878,33619,48.0,48,11117558,Van Nuys,neighborhood
866 W 17th St,90731,San Pedro,SingleFamily,2018,660654.0,2004,5009,3191,4.0,5,976704,San Pedro,neighborhood
13150 Weddington St,91401,SHERMAN OAKS,SingleFamily,2018,118244.0,1951,6703,2160,2.75,4,1368753,Sherman Oaks,neighborhood
13121 Portola Way,91342,Sylmar,Condominium,2018,448695.0,2002,3589145,2885,3.0,4,674805,Sylmar,neighborhood
4501 Caledonia Way,90065,Los Angeles,SingleFamily,2018,235903.0,NA,NA,NA,NA,NA,815811,Glassell Park,neighborhood
10400 Memory Park Ave,91345,Mission Hills,SingleFamily,2018,448723.0,1954,7492,1498,2.0,3,580151,Mission Hills,neighborhood
3476 Coldwater Canyon Ave,91604,Studio City,SingleFamily,2018,582855.0,1988,6534,2032,4.0,3,1546832,Studio City,neighborhood
8701 Baring Cross St,90044,Los Angeles,Triplex,2018,372359.0,1920,5404,2071,3.0,4,555201,South Los Angeles,neighborhood
5059 Catalon Ave,91364,Woodland Hills,SingleFamily,2018,708900.0,1954,9112,1114,1.25,2,690906,Woodland Hills,neighborhood
711 N Faring Rd,90077,Los Angeles,SingleFamily,2018,514736.0,1953,37311,5483,6.0,4,9444980,Beverly Crest,neighborhood
11109 Emelita St,91601,North Hollywood,SingleFamily,2018,520199.0,1939,6481,1065,2.0,3,714575,North Hollywood,neighborhood
22559 Dolorosa St,91367,Woodland Hills,SingleFamily,2018,209408.0,NA,NA,1100,2.0,NA,642197,Woodland Hills,neighborhood
7850 Capistrano Ave,91304,Canoga Park,SingleFamily,2018,63939.0,1957,7492,1362,2.0,4,642044,West Hills,neighborhood
9766 Orion Ave,91343,North Hills,SingleFamily,2018,386053.0,1961,7707,1473,2.0,3,562153,North Hills,neighborhood
16601 Oldham Pl,91436,Encino,SingleFamily,2018,1306138.0,1957,14810,3012,3.0,4,1774941,Encino,neighborhood
910 E 81st St,90001,Los Angeles,SingleFamily,2018,300900.0,1926,5100,958,1.0,2,429680,Southeast Los Angeles,neighborhood
3261 Tyburn St,90039,Los Angeles,SingleFamily,2018,398137.0,1921,2534,990,1.0,2,748867,Atwater Village,neighborhood
15985 Filbert St,91342,Sylmar,SingleFamily,2018,657900.0,2000,8712,2599,3.0,4,680627,Sylmar,neighborhood
2215 Eastlake Ave,90031,Los Angeles,SingleFamily,2018,267978.0,1911,6124,1040,1.0,2,563696,Lincoln Heights,neighborhood
127 E 76th St,90003,Los Angeles,Triplex,2018,186949.0,1924,3829,1801,3.0,5,509859,Southeast Los Angeles,neighborhood
3101 Manitou Ave,90031,Los Angeles,SingleFamily,2018,46702.0,1910,5554,2498,2.0,5,749650,Lincoln Heights,neighborhood
4307 Lyceum Ave,90066,Los Angeles,SingleFamily,2018,932123.0,NA,6025,NA,NA,NA,1341407,Del Rey,neighborhood
9825 Wish Ave,91325,Northridge,SingleFamily,2018,953700.0,NA,15930,NA,4.0,NA,819523,Northridge,neighborhood
17619 Los Alimos St,91344,Granada Hills,SingleFamily,2018,321471.0,1952,16136,1500,2.0,2,717552,Granada Hills,neighborhood
14237 Victory Blvd,91401,Van Nuys,SingleFamily,2018,280001.0,1940,6498,500,1.0,1,584631,Van Nuys,neighborhood
209 W Gage Ave,90003,Los Angeles,SingleFamily,2018,120078.0,1921,4722,980,1.0,2,386410,Southeast Los Angeles,neighborhood
15914 S Ainsworth St,90247,Gardena,SingleFamily,2018,208598.0,1923,11613,2028,1.0,4,623962,Harbor Gateway,neighborhood
1230 W 76th St,90044,Los Angeles,SingleFamily,2018,298049.0,1995,5227,1650,2.0,3,510684,South Los Angeles,neighborhood
20305 Gresham St,91306,Winnetka,SingleFamily,2018,71908.0,1956,7759,1473,2.0,4,591460,Winnetka,neighborhood
7509 Variel Ave,91303,Canoga Park,SingleFamily,2018,292339.0,1927,10029,2582,4.0,5,749927,Canoga Park,neighborhood
17741 Enadia Way,91335,Reseda,SingleFamily,2018,197086.0,1953,5999,1253,2.0,3,550279,Reseda,neighborhood
20611 Clarendon St,91367,Woodland Hills,SingleFamily,2018,775000.0,1960,9564,1705,2.0,4,795665,Woodland Hills,neighborhood
2057 Panamint Dr,90065,Los Angeles,SingleFamily,2018,280467.0,1960,7181,1488,2.0,3,946367,Glassell Park,neighborhood
1117 W 16th St,90731,San Pedro,SingleFamily,2018,276933.0,1950,4152,1466,2.0,3,695808,San Pedro,neighborhood
18705 Chase St,91324,Northridge,SingleFamily,2018,329741.0,1936,14000,1597,2.0,3,678613,Northridge,neighborhood
1839 S Ogden Dr,90019,Los Angeles,SingleFamily,2018,236181.0,1942,6017,1479,2.0,3,1079602,Mid City,neighborhood
3684 3rd Ave,90018,Los Angeles,SingleFamily,2018,133142.0,1920,5800,1357,2.0,3,791277,Jefferson Park,neighborhood
464 E 48th St,90011,Los Angeles,Triplex,2018,162281.0,1914,5480,1278,3.0,3,449800,Southeast Los Angeles,neighborhood
1712 E 23rd St,90058,Los Angeles,SingleFamily,2018,160728.0,NA,4807,1044,1.0,3,357520,Central City,neighborhood
9620 Hanna Ave,91311,Chatsworth,SingleFamily,2018,865000.0,2007,7736,3821,5.0,5,960566,Chatsworth,neighborhood
3209 W 75th St,90043,Los Angeles,SingleFamily,2018,189986.0,1931,5440,1556,2.0,3,561310,Hyde Park,neighborhood
8009 Dunfield Ave,90045,Los Angeles,SingleFamily,2018,768589.0,NA,8960,1890,NA,NA,1450816,Westchester,neighborhood
3622 Copeland Pl,90032,Los Angeles,Duplex,2018,162596.0,1920,10656,1874,2.0,3,688212,El Sereno,neighborhood
2256 Griffin Ave,90031,Los Angeles,SingleFamily,2018,269666.0,1902,4588,1394,2.0,2,627402,Lincoln Heights,neighborhood
3027 Halldale Ave,90018,Los Angeles,Duplex,2018,576523.0,1949,7099,2240,3.0,5,792023,Adams-Normandie,neighborhood
1851 W 96th St,90047,Los Angeles,SingleFamily,2018,140312.0,1945,5030,1025,1.0,3,432176,South Los Angeles,neighborhood
1339 N Normandie Ave,90027,Los Angeles,Unknown,NA,NA,NA,NA,NA,NA,NA,942305,Hollywood,neighborhood
1750 S Kingsley Dr,90006,Los Angeles,SingleFamily,2018,64640.0,1925,2909,924,1.0,1,543905,Harvard Heights,neighborhood
1298 Monument St,90272,Pacific Palisades,SingleFamily,2018,1083220.0,1955,10494,1826,2.0,3,2803532,Pacific Palisades,neighborhood
4264 Verdugo View Dr,90065,Los Angeles,SingleFamily,2018,326349.0,1951,5004,1414,2.0,3,914737,Glassell Park,neighborhood
8114 S Central Ave,90001,Los Angeles,Duplex,2018,419093.0,2008,5000,2200,4.0,6,591045,Florence-Graham,city
1359 244th St,90710,Harbor City,SingleFamily,2018,113860.0,1961,5080,1546,2.0,3,609685,Harbor City,neighborhood
1131 S Swall Dr,90035,Los Angeles,Condominium,2018,1179534.0,1936,8190,2500,3.0,3,2039512,Pico-Robertson,neighborhood
8824 Sophia Ave,91343,North Hills,SingleFamily,2018,341102.0,1960,8220,1296,2.0,3,563541,North Hills,neighborhood
3444 Larissa Dr,90026,Los Angeles,SingleFamily,2018,493108.0,1907,6778,2006,1.0,3,1373116,Silver Lake,neighborhood
1456 El Miradero Ave,91201,Glendale,SingleFamily,2018,650435.0,1940,6176,1395,1.0,2,858270,El Miradero,neighborhood
20829 Skouras Dr,91306,Winnetka,SingleFamily,2018,147434.0,1956,7723,2076,2.0,4,653319,Winnetka,neighborhood
923 White Knoll Dr,90012,Los Angeles,SingleFamily,2018,636547.0,1942,3849,1300,1.0,2,780568,Echo Park,neighborhood
8908 Balboa Blvd,91325,Northridge,SingleFamily,2018,966573.0,1955,19600,3730,4.0,5,1097484,Northridge,neighborhood
1425 N Hudson Ave,90028,Los Angeles,Quadruplex,2018,189001.0,1920,9107,3222,4.0,5,1880810,Hollywood,neighborhood
11671 Margate St,91601,North Hollywood,SingleFamily,2018,684714.0,1935,6098,1421,1.0,3,879285,Valley Village,neighborhood
1724 Roscomare Rd,90077,Los Angeles,SingleFamily,2018,247788.0,1951,40745,3010,3.0,3,3170274,Bel Air,neighborhood
2110 W 92nd St,90047,Los Angeles,SingleFamily,2018,66376.0,1941,5390,1430,2.0,3,576150,South Los Angeles,neighborhood
2811 Sierra St,90031,Los Angeles,SingleFamily,2018,113017.0,1913,1728,472,1.0,2,434302,Lincoln Heights,neighborhood
20118 Labrador St,91311,Chatsworth,SingleFamily,2018,311201.0,1958,7971,1368,2.0,3,601374,Chatsworth,neighborhood
6016 Fulcher Ave,91606,North Hollywood,SingleFamily,2018,267307.0,1941,5998,1122,1.0,2,592116,North Hollywood,neighborhood
7737 Genesta Ave,91406,Van Nuys,SingleFamily,2018,232607.0,1949,8096,1064,1.0,3,572251,Lake Balboa,neighborhood
18015 Santa Rita St,91316,Encino,SingleFamily,2018,523576.0,1951,6534,1062,2.0,2,888343,Encino,neighborhood
846 Galloway St,90272,Pacific Palisades,Duplex,2018,89368.0,1925,5205,1189,2.0,2,3153622,Pacific Palisades,neighborhood
6100 Horner St,90035,Los Angeles,MultiFamily2To4,2018,1159821.0,1930,6002,2162,2.0,4,1425890,Pico-Robertson,neighborhood
11315 Emelita St,91601,North Hollywood,SingleFamily,2018,510000.0,1924,7013,884,2.0,2,684973,North Hollywood,neighborhood
8222 Delgany Ave,90293,Playa Del Rey,SingleFamily,2018,1570800.0,1964,5830,2904,3.0,4,1779536,Playa Del Rey,neighborhood
2307 Virginia Rd,90016,Los Angeles,SingleFamily,2018,248444.0,1919,6152,1655,1.0,3,779746,Mid City,neighborhood
3101 Stockbridge Ave,90032,Los Angeles,SingleFamily,2018,243763.0,1948,5000,1370,1.0,2,653197,El Sereno,neighborhood
11418 Compton Ave,90059,Los Angeles,SingleFamily,2018,94337.0,1940,6251,1080,1.0,3,380552,Watts,neighborhood
240 Montreal St,90293,Playa Del Rey,SingleFamily,2018,3495000.0,1936,9705,2902,3.0,3,3762935,Playa Del Rey,neighborhood
13447 Glenwood Dr,91342,Sylmar,SingleFamily,2018,751283.0,2006,16307,3768,4.0,4,952320,Sylmar,neighborhood
5707 7th Ave,90043,Los Angeles,Townhouse,2018,355000.0,1920,6076,1324,1.0,3,533634,Hyde Park,neighborhood
16440 Barneston St,91344,Granada Hills,SingleFamily,2018,438311.0,1959,10271,1952,2.0,4,727144,Granada Hills,neighborhood
10724 Wilshire Blvd APT 1110,90024,Los Angeles,Condominium,2018,1171135.0,1989,50398,2943,4.0,3,1948466,Westwood,neighborhood
4425 Bellingham Ave,91604,Studio City,SingleFamily,2018,177949.0,1950,5600,1083,1.0,2,1138582,Studio City,neighborhood
8020 Cora St,91040,Sunland,SingleFamily,2018,383003.0,NA,NA,NA,NA,NA,665397,Sunland,neighborhood
703 Lorraine Blvd,90005,Los Angeles,SingleFamily,NA,NA,1936,NA,13000,2.0,2,5251496,Mid City,neighborhood
10745 Tabor St,90034,Los Angeles,SingleFamily,2018,273058.0,1924,5199,1126,2.0,2,1256865,Palms,neighborhood
5067 Almaden Dr,90042,Los Angeles,SingleFamily,2018,518267.0,1914,5002,800,1.0,2,808940,Highland Park,neighborhood
4458 Laurelgrove Ave,91604,Studio City,SingleFamily,2018,524892.0,1935,5000,1000,2.0,2,1032041,Studio City,neighborhood
22149 Vanowen St,91303,Canoga Park,SingleFamily,2018,338071.0,1953,10620,1280,2.0,3,608086,Canoga Park,neighborhood
14031 Astoria St UNIT 112,91342,Los angeles,Condominium,2018,343006.0,1992,24049,1649,3.0,3,451622,Sylmar,neighborhood
1425 W 12th St APT 258,90015,Los Angeles,Condominium,2018,327725.0,1983,147338,859,1.0,2,451429,Pico-Union,neighborhood
4118 Berenice Ave,90031,Los Angeles,SingleFamily,2018,374367.0,1910,5197,1462,1.0,3,628727,Montecito Heights,neighborhood
926 S Mariposa Ave,90006,Los Angeles,Quadruplex,2018,687251.0,1923,6409,5040,4.0,8,1657682,Koreatown,neighborhood
13433 Oscar St,91342,Sylmar,SingleFamily,2018,173241.0,1955,6959,1242,2.0,4,525680,Sylmar,neighborhood
1327 E Denni St,90744,Wilmington,SingleFamily,2018,28815.0,1922,4999,840,1.0,2,370850,Wilmington,neighborhood
8010 Nardian Way,90045,Los Angeles,SingleFamily,2018,187078.0,1947,6426,1398,2.0,3,1325979,Westchester,neighborhood
808 N Harper Ave,90046,Los Angeles,Duplex,2018,941319.0,1925,6551,2012,2.0,3,2161410,Mid City West,neighborhood
7326 Beck Ave,91605,North Hollywood,SingleFamily,2018,430066.0,1947,6750,1008,1.0,3,555560,Sun Valley,neighborhood
2336 Fair Park Ave,90041,Los angeles,SingleFamily,2018,888434.0,1914,9754,2844,2.0,4,1371819,Eagle Rock,neighborhood
14212 Enadia Way,91405,Van Nuys,SingleFamily,2018,485994.0,1955,7699,1966,3.0,4,677760,Van Nuys,neighborhood
9875 Lev Ave,91331,Arleta,SingleFamily,2018,270240.0,1960,5911,1440,3.0,4,518195,Arleta,neighborhood
5839 E Seaglass Cir,90094,Los Angeles,Condominium,2018,1428070.0,2014,NA,2304,4.0,4,1970106,Playa Vista,neighborhood
1806 S Berendo St,90006,Los Angeles,MultiFamily2To4,2018,369690.0,1922,9317,1500,NA,0,752561,Harvard Heights,neighborhood
10645 Pawnee St,91352,Sun Valley,SingleFamily,2018,280097.0,1952,6825,1429,2.0,3,636568,Sun Valley,neighborhood
13012 Gladstone Ave,91342,Sylmar,SingleFamily,2018,198500.0,1947,36396,1708,1.0,2,601029,Sylmar,neighborhood
8123 W 4th St,90048,Los Angeles,Duplex,2018,1180830.0,1928,6244,4018,4.0,6,2130835,Mid City West,neighborhood
700 W 57th St,90037,Los Angeles,MultiFamily2To4,2018,281435.0,1909,4991,3290,4.0,6,725870,South Los Angeles,neighborhood
2215 S Palm Grove Ave,90016,Los Angeles,Duplex,2018,389611.0,1923,5499,1626,2.0,2,732198,Mid City,neighborhood
10015 Keokuk Ave,91311,Chatsworth,SingleFamily,2018,600000.0,1959,7405,1615,2.0,3,651167,Chatsworth,neighborhood
18052 Gresham St,91325,Sherwood Forest,SingleFamily,2018,712240.0,1953,13104,2384,4.0,3,805755,Northridge,neighborhood
10902 Burnet Ave,91345,Mission Hills,SingleFamily,2018,400168.0,NA,NA,1900,NA,NA,616665,Mission Hills,neighborhood
1619 4th St,91340,San Fernando,SingleFamily,2018,243902.0,1926,6969,1398,2.0,3,498760,San Fernando,city
5431 Willis Ave,91411,Sherman Oaks,SingleFamily,2018,271279.0,1950,6248,1446,2.0,3,868300,Sherman Oaks,neighborhood
19501 Halsted St,91324,Northridge,SingleFamily,2018,999600.0,1977,21871,4021,5.0,5,1173351,Northridge,neighborhood
1351 N Orange Dr APT 215,90028,Los Angeles,Condominium,2018,350500.0,1977,23794,730,1.0,1,411403,Hollywood,neighborhood
13130 Albers St,91401,Sherman Oaks,SingleFamily,2018,1175000.0,1979,8441,3048,4.0,5,1192451,Sherman Oaks,neighborhood
515 Victoria Ave,90291,Venice,SingleFamily,NA,NA,2003,1873,2661,2.25,2,2931076,Venice,neighborhood
11465 Oro Vista Ave,91040,Sunland,SingleFamily,2018,110097.0,1948,57749,1768,2.0,4,718446,Lakeview Terrace,neighborhood
21114 Gault St,91303,Canoga Park,SingleFamily,2018,507960.0,1949,6229,1361,2.0,4,562124,Canoga Park,neighborhood
8901 De Haviland Ave,90045,Los Angeles,SingleFamily,2018,795379.0,NA,NA,NA,NA,NA,895224,Westchester,neighborhood
7266 Outpost Cove Dr,90068,Los Angeles,SingleFamily,2018,316499.0,1959,56192,4529,4.0,4,4988539,Hollywood Hills,neighborhood
13249 Cornelius St,91331,Pacoima,SingleFamily,2018,393720.0,1954,6714,1080,2.0,3,471743,Pacoima,neighborhood
557 N Bonnie Brae St,90026,Los Angeles,SingleFamily,NA,NA,NA,NA,700,1.0,1,874535,Echo Park,neighborhood
722 Judson St,90033,Los Angeles,Duplex,2018,275097.0,1896,7879,2294,4.0,7,756056,Boyle Heights,neighborhood
3648 Harriman Ave,90032,Los Angeles,Quadruplex,2018,450000.0,1947,10808,2424,4.0,4,831264,El Sereno,neighborhood
8501 Comanche Ave,91306,Winnetka,SingleFamily,2018,559980.0,1951,14011,1700,2.0,4,676657,Winnetka,neighborhood
3132 S Kerckhoff Ave,90731,San Pedro,SingleFamily,2018,65185.0,1931,2500,731,1.0,2,522941,San Pedro,neighborhood
4372 Latona Ave,90031,Los Angeles,SingleFamily,2018,209640.0,1953,8036,982,1.0,3,669645,Montecito Heights,neighborhood
10505 Lanark St,91352,Sun Valley,SingleFamily,2018,362553.0,1944,5609,1625,2.0,4,569349,Sun Valley,neighborhood
1320 Warren St,91340,San Fernando,SingleFamily,2018,192851.0,1925,5227,1245,1.0,4,486158,San Fernando,city
11738 Oxnard St,91606,North Hollywood,SingleFamily,2018,414962.0,1943,7699,1222,1.0,3,777096,North Hollywood,neighborhood
10835 Tuxford St,91352,Sun Valley,SingleFamily,2018,60486.0,1951,28017,1310,1.0,2,680011,La Tuna Canyon,neighborhood
134 E 70th St,90003,Los Angeles,Duplex,2018,347727.0,1926,5099,1716,3.0,5,510556,Southeast Los Angeles,neighborhood
109 N Alta Vista Blvd,90036,Los Angeles,SingleFamily,2018,131844.0,1937,7376,2366,2.0,3,1958385,Mid City West,neighborhood
5419 Nagle Ave,91401,Sherman Oaks,SingleFamily,2018,724554.0,1967,6114,3484,4.0,5,1479843,Sherman Oaks,neighborhood
15708 Vintage St,91343,North Hills,SingleFamily,2018,283800.0,NA,NA,NA,NA,5,605950,North Hills,neighborhood
17025 Georgette Pl,91344,Granada Hills,SingleFamily,2018,284534.0,1964,11476,2288,3.0,4,814105,Granada Hills,neighborhood
12001 Burton St,91605,North Hollywood,SingleFamily,2018,369803.0,1950,6050,1060,2.0,2,534043,Sun Valley,neighborhood
13224 Raven St,91342,Sylmar,SingleFamily,2018,274889.0,1947,5575,935,1.5,3,470311,Sylmar,neighborhood
1460 N Mansfield Ave APT 107,90028,Los Angeles,MultiFamily2To4,NA,NA,1993,NA,778,1.5,1,1173163,Hollywood,neighborhood
140 S Layton Dr,90049,Los Angeles,SingleFamily,2018,4827733.0,1945,12498,3956,6.0,4,5168917,Brentwood,neighborhood
1103 S Serrano Ave,90006,Los Angeles,SingleFamily,2018,200934.0,1928,4502,1462,2.0,3,1015319,Mid City,neighborhood
3742 Sheridge Dr,91403,Sherman Oaks,SingleFamily,2018,1487000.0,1956,17547,2520,2.0,3,1627588,Sherman Oaks,neighborhood
22245 Acorn St,91311,Chatsworth,SingleFamily,2018,813323.0,1972,17484,3140,3.0,5,928736,Chatsworth,neighborhood
1410 Glenavon Ave,90291,Venice,SingleFamily,2018,111131.0,1962,5021,1702,2.0,4,1723343,Venice,neighborhood
3461 E 5th St,90063,Los Angeles,SingleFamily,2018,334196.0,1921,5619,1488,2.0,3,513041,Boyle Heights,neighborhood
910 E Colden Ave,90002,Los Angeles,SingleFamily,2018,27735.0,1942,4884,905,1.0,2,368104,Southeast Los Angeles,neighborhood
7853 Clybourn Ave,91352,Sun Valley,SingleFamily,2018,211951.0,1954,7692,1156,1.0,2,521167,Sun Valley,neighborhood
1021 Victoria Ave,90291,Venice,SingleFamily,2018,1236044.0,1931,10410,1707,1.0,3,2332710,Venice,neighborhood
122 E 107th St,90003,Los Angeles,SingleFamily,2018,57366.0,1923,5397,572,1.0,2,354252,Southeast Los Angeles,neighborhood
5736 Vantage Ave,91607,Valley Village,SingleFamily,2018,759871.0,NA,NA,NA,NA,NA,844804,Valley Glen,neighborhood
4503 Dulcinea Ct,91364,Woodland Hills,SingleFamily,2018,1128187.0,1981,13068,4130,4.0,4,1551720,Woodland Hills,neighborhood
6427 Oakdale Ave,91367,Woodland Hills,SingleFamily,2018,424406.0,1954,7502,1392,1.75,4,664982,Woodland Hills,neighborhood
911 E 112th St,90059,Los Angeles,SingleFamily,2018,256151.0,1980,4124,1056,2.0,3,394444,Southeast Los Angeles,neighborhood
3358 Bagley Ave,90034,Los Angeles,SingleFamily,2018,589308.0,1921,7543,2704,5.0,6,2151670,Beverlywood,neighborhood
4842 Tyrone Ave,91423,Sherman Oaks,SingleFamily,2018,178331.0,1947,6884,1590,2.0,4,1005364,Sherman Oaks,neighborhood
8101 Winnetka Ave,91306,Winnetka,SingleFamily,2018,396939.0,1979,5662,1825,2.0,3,607106,Winnetka,neighborhood
22222 Horizon Pl,91311,Chatsworth,Townhouse,2018,399512.0,1989,105511,1073,2.0,2,502712,Chatsworth,neighborhood
11005 Tinker Ave,91042,Tujunga,SingleFamily,2018,313849.0,1966,7110,1600,2.0,4,656944,Tujunga,neighborhood
4632 S Hoover St,90037,Los Angeles,SingleFamily,2018,88705.0,1950,1788,520,1.0,2,315972,South Los Angeles,neighborhood
1655 S Highland Ave,90019,Los Angeles,MultiFamily2To4,2018,596789.0,1927,5009,1469,2.0,4,843459,Mid City,neighborhood
9727 Blantyre Dr,90210,Beverly Hills,SingleFamily,2018,609037.0,1966,35683,2518,3.0,4,2724230,Beverly Crest,neighborhood
1639 Lakme Ave,90744,Wilmington,SingleFamily,2018,185042.0,1952,5402,864,1.0,2,454137,Wilmington,neighborhood
251 S Mansfield Ave,90036,Los Angeles,Duplex,2018,1148556.0,1926,7290,5502,6.0,8,2393997,Mid Wilshire,neighborhood
5615 Coliseum St,90016,Los Angeles,SingleFamily,2018,841683.0,1950,7223,1897,2.0,2,1067300,Crenshaw,neighborhood
19845 Ahwanee Ln,91326,Porter Ranch,Condominium,2018,9.0,NA,27609,NA,NA,NA,1453378,Porter Ranch,neighborhood
19012 Dorlon Dr,91356,Tarzana,SingleFamily,2018,1817451.0,1984,38041,5630,6.0,5,2512260,Tarzana,neighborhood
3614 W 21st St,90018,Los Angeles,Duplex,2018,872100.0,1913,4964,2858,2.0,4,883247,Jefferson Park,neighborhood
13462 Oxnard St,91401,Van Nuys,SingleFamily,2018,392930.0,1948,10399,3158,4.0,5,1075669,Valley Glen,neighborhood
7232 Jumilla Ave,91306,Winnetka,SingleFamily,2018,422503.0,1959,6641,1109,2.0,3,528147,Winnetka,neighborhood
8117 Westlawn Ave,90045,Los Angeles,SingleFamily,2018,81829.0,2019,6107,3446,5.0,4,2127701,Westchester,neighborhood
5317 Bohlig Rd,90032,Los Angeles,SingleFamily,2018,45198.0,1959,4800,1023,1.0,3,584351,University Hills,neighborhood
571 W 14th St,90731,San Pedro,MultiFamily2To4,2018,402477.0,1978,5752,4296,6.0,6,1099626,San Pedro,neighborhood
1337 W 69th St,90044,Los Angeles,SingleFamily,2018,173832.0,1922,4026,925,1.0,2,425816,South Los Angeles,neighborhood
13737 S Ainsworth St,90247,Gardena,SingleFamily,2018,217552.0,1947,6023,856,1.0,2,478806,Harbor Gateway,neighborhood
18935 Kingsbury St,91326,Porter Ranch,SingleFamily,2018,357282.0,1973,12304,2365,2.0,4,840222,Northridge,neighborhood
6935 Wish Ave,91406,Van Nuys,SingleFamily,2018,685472.0,1947,19625,4872,4.0,7,1276642,Lake Balboa,neighborhood
18600 Plummer St,91324,Northridge,SingleFamily,2018,407309.0,1957,8344,1870,2.0,3,669630,Northridge,neighborhood
1626 W 67th St,90047,Los Angeles,Duplex,2018,130457.0,1924,4450,1208,2.0,2,451957,South Los Angeles,neighborhood
1128 N Mariposa Ave,90029,Los Angeles,SingleFamily,NA,NA,1920,NA,850,1.0,2,887027,Hollywood,neighborhood
5200 Los Franciscos Way,90027,Los Angeles,SingleFamily,2018,345585.0,1968,11004,4302,4.0,5,3337782,Los Feliz,neighborhood
2210 W 12th St,90006,Los Angeles,Quadruplex,2018,331168.0,1905,6000,2529,4.0,1,1003454,Pico-Union,neighborhood
3245 S Barrington Ave,90066,Los Angeles,SingleFamily,2018,480948.0,1947,7622,1439,2.0,3,1888094,Mar Vista,neighborhood
8319 Altavan Ave,90045,Los Angeles,SingleFamily,2018,686341.0,1946,5621,1136,1.0,3,1067874,Westchester,neighborhood
7910 Mason Ave,91306,Winnetka,SingleFamily,2018,365939.0,1980,6098,1923,2.0,3,603834,Winnetka,neighborhood
1307 Innes Pl,90291,Venice,MultiFamily2To4,2018,450872.0,1910,2400,2448,4.0,4,2322003,Venice,neighborhood
15725 Morrison St,91436,Encino,SingleFamily,2018,354503.0,1942,6756,1686,2.0,3,962830,Encino,neighborhood
